,run_no_0,run_no_1,run_no_2,run_no_3,run_no_4,run_no_5,run_no_6,run_no_7,run_no_8,run_no_9,run_no_10,run_no_11,run_no_12,run_no_13,run_no_14,run_no_15,run_no_16,run_no_17,run_no_18,run_no_19,run_no_20,run_no_21,run_no_22,run_no_23,run_no_24,run_no_25,run_no_26,run_no_27,run_no_28,run_no_29,run_no_30,run_no_31,run_no_32,run_no_33,run_no_34,run_no_35,run_no_36,run_no_37,run_no_38,run_no_39,run_no_40,run_no_41,run_no_42,run_no_43,run_no_44,run_no_45,run_no_46,run_no_47,run_no_48,run_no_49,run_no_50,run_no_51,run_no_52,run_no_53,run_no_54,run_no_55,run_no_56,run_no_57,run_no_58,run_no_59,run_no_60,run_no_61,run_no_62,run_no_63,run_no_64,run_no_65,run_no_66,run_no_67,run_no_68,run_no_69,run_no_70,run_no_71,run_no_72,run_no_73,run_no_74,run_no_75,run_no_76,run_no_77,run_no_78,run_no_79,run_no_80,run_no_81,run_no_82,run_no_83,run_no_84,run_no_85,run_no_86,run_no_87,run_no_88,run_no_89,run_no_90,run_no_91,run_no_92,run_no_93,run_no_94,run_no_95,run_no_96,run_no_97,run_no_98,run_no_99,average,emp_q95,emp_q05,stat_q95,stat_q05
20,12997,12986,22844,19178,13669,23236,10834,12995,13862,13522,64820,25532,29703,13743,29102,13339,13431,13467,13418,16804,13424,17260,13494,13676,49761,25325,29027,31783,14004,14205,13988,14938,14087,31385,14658,14258,14621,15540,14005,14300,15626,14520,31808,13918,14479,14252,14311,14532,14631,14222,14291,15817,14443,14384,15109,16171,14313,16403,22924,15630,14853,15425,15485,15508,14759,14576,14920,14471,14437,14765,14375,14810,14511,15221,14670,32599,15589,34185,14264,35783,46927,15639,35636,17193,63235,67317,38350,8635,36100,43989,15028,14845,31716,15197,14662,15283,18580,30252,14601,15187,20085,57171.69999999996,12990.05,22690.302308544473,18063.673419610866
21,13737,9002,22023,19834,10423,20858,10777,10949,13911,13521,33817,16775,28498,13556,46796,13541,16131,13676,13453,13449,13561,15453,13717,13525,39066,14050,13869,34186,14378,14021,14975,14426,14567,31025,14404,15119,14831,15571,14157,15509,14281,14503,32332,14428,14553,14248,14698,16809,14213,14250,14771,14988,14475,15118,14446,14915,14874,15594,33468,14688,14630,14544,14892,14885,14836,14761,14663,14624,14808,14297,14832,14640,15092,14393,15178,32782,13989,29609,15418,34921,33215,18025,31006,15305,53793,15363,30291,83091,37348,46887,14870,15852,43751,15594,24277,12376,18748,36550,15494,15469,19618,46846.05,10854.4,21999.902510314198,17596.339237258617
22,9194,9047,21954,29423,11138,21114,13422,11048,15965,13650,35393,28642,33266,13759,29820,13772,13888,13593,16985,16410,13605,15380,53495,13524,40278,13843,13996,31015,13879,14294,14202,14547,14679,31029,13953,15330,17602,15525,15685,15657,14643,20286,31655,14397,14393,14287,14823,14850,14623,14658,15394,15042,14873,14470,15883,14585,15022,16786,15838,15671,14615,14636,14452,14434,14938,14994,14620,14742,15779,15607,16032,14475,14883,14942,14792,32377,14874,36897,27126,29662,33983,15054,34161,14703,38842,41499,38246,61088,38029,18623,15120,15404,51341,17560,15663,16354,17537,39134,15327,15589,20033,46912.09999999997,12165.800000000001,22237.73926471863,18197.695686737676
23,9258,9028,22275,21530,11556,22235,13453,13386,14488,13544,39594,44024,30173,13593,29595,13803,13880,13768,17095,13567,13617,13821,55354,13780,26802,13996,13965,31128,14132,14046,14158,14510,14426,31002,24213,15513,14950,15652,14018,14600,14681,32925,32380,13969,14358,14956,15167,14833,14906,14512,14910,15106,14755,15640,14573,14807,15028,16250,15903,16008,21919,16022,16163,15903,14561,14606,14201,14429,19337,15037,15477,14585,14948,14686,15104,26829,14245,34257,53234,30335,28209,15262,30214,14783,33500,31136,63408,66729,37819,14758,16004,16791,48929,23365,16194,15341,15274,35047,15666,15947,20494,54399.99999999999,13416.15,23010.70859523706,18499.177812529924
24,13800,13131,23230,21181,15308,23587,13780,11351,14674,15900,24572,30606,29001,14112,27268,14007,14133,13696,17155,13575,13522,13611,40961,13855,27545,13683,14205,30870,14495,14401,14410,14342,14585,31284,37812,20929,15060,15615,14938,14599,16559,66730,31505,14151,14178,14649,14504,14908,15324,14970,14471,15045,16145,17076,15196,14859,15082,14771,22601,16162,14774,16190,16084,16048,14712,14574,15039,14503,14881,14418,14885,14988,14985,15273,14694,15713,15142,28918,32984,29859,28579,14910,34399,17080,47837,45695,84423,44546,48885,48645,18093,15351,47951,15841,15335,15280,15195,39725,15622,15786,21115,48777.0,13545.85,23734.260957897084,18886.22156637476
25,9655,13423,21224,19578,10662,27100,12918,13227,14311,13488,11842,31507,13415,15308,26942,13891,13647,13504,14773,14743,13381,13825,44143,14049,27032,13751,14103,28183,14182,13524,14174,14661,13990,31070,63972,13980,14656,16132,14578,14546,14568,47434,43934,13976,14725,14526,14410,14603,15040,14514,14586,15324,14587,16199,14609,17494,14877,14497,15548,15874,15910,15994,14640,15630,14651,14918,14621,14697,16072,21593,15257,14704,14561,14844,14645,15126,14796,18558,42611,29043,31677,16219,33700,16900,34135,33788,61913,38102,47753,53163,17534,15326,54959,23256,27517,16721,15399,39490,15349,15338,20555,54150.799999999996,13057.05,23130.314892693852,18486.924913131385
26,19584,13831,18961,29927,10833,23438,13526,13175,14513,14428,14666,15883,13606,14007,29174,13961,13914,13907,17358,15171,15726,13910,48123,13955,30266,14863,15535,31371,14463,14023,14633,14514,14467,28317,43458,15574,15172,15565,14510,14858,14839,58994,19884,13971,14352,14339,14731,14799,15021,14935,14733,15320,14854,66084,20035,14680,14101,15855,16479,15921,15729,14634,15032,15720,14988,23695,14514,14567,15317,19413,15286,14862,14597,15013,14923,15479,14703,18692,49499,35598,44670,15455,32495,17147,29257,35138,73977,51930,88502,73697,16296,19069,38228,15479,15568,15283,15246,33790,15094,15890,21755,70271.14999999998,13562.0,25107.20394431421,19187.031978015886
27,17857,9064,18984,23135,10688,24307,13091,13365,14552,13989,16341,14838,10729,13961,29133,13433,14028,14026,17672,12547,12680,14080,45229,14123,29228,14077,15436,32165,14197,14032,14323,14421,14491,31295,40420,14676,15537,14133,14657,14265,14888,58902,29613,14069,14481,14722,14865,14823,14965,14897,14493,15556,14886,47369,14381,15042,16056,15046,14825,17401,14590,16138,17360,14729,14934,30479,14807,14647,14810,17768,15968,14958,14874,15283,14714,16358,14883,18922,34020,81398,28235,18850,27919,38420,40478,34167,29282,50887,32225,41546,15111,15134,32042,16449,15486,33114,15629,34373,22972,15878,20703,49303.89999999999,11547.1,23179.708786718274,18604.291213281726
28,21070,11866,10654,22918,10698,21968,11193,11291,14579,14819,14140,17474,14142,14070,28714,16859,14182,14072,15121,14076,14031,14069,47095,14417,16882,14129,15599,30525,13842,15209,14458,14693,14678,14484,32147,14615,20100,14298,14459,14561,15918,52015,27921,14335,15072,14829,15056,14796,15052,14674,14624,15576,15167,59323,14038,15800,15610,15139,14773,17690,14986,16237,14875,16256,14807,17394,14664,14898,14855,20183,15123,14890,14894,15302,14809,15954,14993,19316,31060,58685,35276,23281,60081,16319,39223,31880,65663,68979,93028,36809,17538,16545,36011,17157,15930,63835,15694,34996,15630,11497,21651,64840.399999999994,11237.1,24945.6428132288,18993.90087609159
29,26743,14326,9620,27897,10879,24119,11894,13255,14530,14198,14056,18213,14255,14770,30384,14191,14113,14298,14215,17810,13900,14405,43258,12796,16888,14077,14503,13812,14169,14530,14420,15408,14939,14668,15879,14645,15613,15733,14859,14834,14662,50212,27917,14321,15126,14987,14926,14904,15293,14583,14434,15659,14950,33767,15086,15106,14490,14791,14762,15187,15120,15590,14788,15307,15025,14857,15052,14861,14888,20210,14168,15214,15343,14929,15057,15544,14492,68714,29675,68726,34097,14900,18632,16086,43569,30449,49785,25858,64985,35333,15494,15630,33856,15507,14382,34013,15713,44341,15552,15786,20037,58337.14999999996,12299.9,22729.37057552413,17939.89253127198
30,26722,13880,9876,21267,15544,30629,11334,13575,14604,14185,17239,14268,14127,14110,28841,14237,14295,15097,17888,14176,14055,14071,41014,14143,15060,14212,14413,15261,14361,15430,14431,16407,14786,14886,14737,14905,14542,14381,14595,14778,16046,43398,24275,14677,14854,15075,14949,15293,15638,15094,15160,15699,15312,32412,14232,15102,15563,16470,14918,20608,14684,16667,14805,16285,15061,15078,14742,15112,15195,15867,16249,15615,15328,15318,15083,16205,14719,29977,33957,39332,31072,14778,87065,15632,64903,35779,42522,91728,79774,47142,15757,15778,43821,16568,15440,35149,15255,32238,16114,15661,21185,73082.04999999996,13712.25,24622.761998588223,18611.632176169052
31,26954,10845,10263,26948,11200,24163,13794,13862,14784,15664,14569,15198,14426,14051,30502,14446,14274,15154,15675,14238,14134,14316,30693,14405,13541,14176,15376,15716,14584,14600,15038,14677,14936,14391,14703,14710,14510,16036,14814,15019,16070,43088,28000,14912,14808,15110,14850,15007,15174,15232,15139,15734,15248,34291,15208,14775,15692,15106,14953,16576,14910,16084,15327,16364,15122,15361,15209,14959,15266,15294,16289,15145,15207,14918,15170,16511,15355,34915,35625,36504,29859,16580,33004,18272,17649,42054,42992,13691,26625,82031,17466,15239,29486,15403,15701,16844,14484,35879,16115,15916,18911,42569.899999999994,12253.45,20997.57438301934,17156.16056843697
32,20230,10428,10042,30067,11004,24075,13442,10943,19514,14136,14109,28427,14015,14009,30631,14139,14040,14102,14342,14039,14187,15185,30490,14128,23600,14268,15425,15056,14090,14718,14515,14995,14933,14855,14591,16388,14735,15838,14863,15984,16122,52135,27958,16862,12229,14834,14617,14601,14924,14779,14959,15800,15226,30986,40907,14531,14522,14496,15398,15963,14753,14979,15063,15712,15248,15139,14825,15495,15398,15018,14747,15136,33754,14855,15096,16254,15079,22913,31213,29398,35236,14818,35490,21345,91527,83890,36938,17696,73922,25600,15235,15732,34456,15386,15550,17594,28182,35480,21663,15607,20618,64117.84999999994,10970.45,23661.394251674265,18232.883418228656
33,20118,11023,10330,29310,12962,25121,13339,13508,14940,14149,16995,46113,14215,14200,30780,14562,14184,14721,14211,31078,14089,14234,14160,14179,49249,14198,15656,15692,14599,14611,14090,14704,14740,14645,14612,15955,15126,22372,15031,15113,16122,45605,34459,14795,14799,14558,15186,14828,15072,14786,14688,17656,15005,30246,33000,22087,14793,15477,15414,16324,17502,14971,14746,16431,14679,22993,15103,15107,18000,14811,15000,15187,19065,15238,15286,15992,15280,20191,32266,39473,33809,15703,34104,16526,21601,39705,34477,18643,72355,47430,16029,15543,34404,16457,16893,32828,15857,43412,15897,15556,20323,46837.35,13131.65,22579.925291277243,18442.521310664502
34,26816,36434,10343,36661,10929,24176,13701,13709,14639,14245,14671,40990,14575,14114,14258,14194,14468,14264,17122,31319,14200,16801,14212,14118,30991,14304,14919,16688,14951,14673,14575,14987,14694,14879,14894,14742,15980,15709,14721,15102,14452,53194,32228,14723,14775,14961,15189,15372,15329,15054,15060,15211,15378,34597,34968,14734,14666,17757,15132,14798,16223,16381,16340,16174,14767,15017,15084,14914,14971,14903,14829,14886,16483,15015,14831,40650,14298,41610,32890,39987,34922,45093,34159,11437,17571,85000,40619,34352,13046,36221,15300,15823,42794,20981,16521,35433,15765,32020,15889,34365,21029,44058.45,12161.050000000001,23457.827941321208,18875.346815960344
35,26312,21582,10331,20400,16344,23908,15520,13072,14304,13735,16440,30442,13696,13527,13655,13778,14054,14237,13869,31853,13791,13858,29133,13728,28782,15779,15343,14113,14084,14352,14037,14807,14237,12772,14156,14288,14622,15652,14371,14430,15050,54553,47309,14135,14437,14118,14398,14598,14676,21712,14708,14777,14676,28547,40400,14595,14157,13908,14764,18792,14933,15968,15599,15789,14653,14407,14535,14797,14714,14446,14786,14755,14729,14871,15303,70107,14683,26959,31448,42549,36055,37322,33904,20933,95831,69252,39009,51821,69203,77146,16143,15161,34129,20154,13925,37102,15210,39002,15148,85029,23132,73978.44999999998,13276.75,26909.159683425216,20151.057792302945
36,23558,20982,9820,23042,13490,32847,13050,11280,15663,13808,14447,31840,13881,14083,14066,13845,13747,13969,16209,30546,13740,13775,60101,13873,16940,24851,15362,14225,14279,14352,14030,14201,13999,14225,14310,14348,14910,22696,14265,14315,18412,38688,25717,14349,14430,14602,14495,14785,16049,14605,14441,14824,15850,28130,33817,14641,16818,14677,14851,14514,17514,16077,14667,14688,14812,14984,14507,14840,14685,14652,14688,14692,14577,14591,14576,33123,13038,24565,32161,31709,35083,52356,36651,16662,41590,48850,38818,42568,68276,62393,14914,15174,34623,15664,15195,38538,18561,33252,15197,37193,21163,56615.74999999998,13043.4,23808.733804881642,19049.34677764263
37,26652,27451,10461,20344,13947,35213,11138,14660,25000,13725,16787,30269,13868,33483,13777,13998,13865,13854,17651,30657,13923,13994,73905,13904,14611,21088,15140,14200,14290,13244,14461,14873,13946,15120,14099,14610,15577,15477,14349,15632,15353,31905,49132,14207,14431,14520,14904,14831,14480,14333,14521,15994,14704,29359,14130,14732,14413,15899,14806,14652,15789,18537,15761,14705,14938,14561,14845,14769,14846,14926,14575,14920,14728,14745,17712,27468,14563,38522,31689,80390,34432,37887,37160,24612,51508,91927,36818,113436,119688,42950,14883,15865,33475,18142,15886,32888,22726,33939,16030,53274,23850,86735.34999999996,13460.45,28278.05239187277,20442.52624890393
38,32908,21748,10092,22989,15531,28222,13192,12982,13877,18972,16622,26882,13772,30717,13731,13763,13746,19797,17499,25497,13773,12824,60522,13723,15021,92932,17501,14549,14118,14110,14481,13788,14039,14065,18598,14108,14249,14762,16426,14359,16244,49569,33044,14239,15021,14012,14308,14720,14409,14753,14669,14632,16547,30066,14306,15330,14944,15732,14588,17741,15470,14714,16800,14658,14554,14691,14553,14342,14637,15062,14633,14686,14766,16912,14554,34734,14433,38256,15058,31285,32048,32210,112273,57922,101580,44696,41894,81644,42178,30916,20884,14757,38184,25040,15926,16947,40196,32120,15234,59633,23844,87852.39999999997,13076.5,28142.689039275272,20579.910960724726
39,39230,26580,10031,16422,11821,23706,10893,13044,14049,13689,12842,26735,13985,30729,14002,13738,13942,13834,13696,31415,13661,13696,60871,14097,14873,28698,13827,14241,14150,14345,14402,14081,14449,14350,14321,14312,15060,14790,15779,14390,14169,37337,31620,14546,15350,14552,14543,14482,14580,15066,14620,14690,14521,42019,14035,14714,17256,19435,14795,14623,14588,15900,14750,14967,14698,14630,14853,14590,14225,14960,14805,14753,14896,14808,14683,32256,15429,38552,14183,29365,17969,32341,41160,100909,110516,60791,78491,29511,48215,33647,46602,15261,35389,17961,15633,15236,46231,32586,15823,49144,22750,70561.99999999996,12280.45,26548.07780257609,19677.71734305498
40,35897,23367,10117,15544,10726,18452,13119,13337,13899,17646,14344,30863,13643,13666,13650,13874,13875,13790,14217,13721,13669,13796,47422,14090,21897,83444,13588,14240,13784,15134,14353,14418,14064,14208,14305,14154,15317,15287,14121,18691,15337,29634,32183,14315,14414,14363,14213,14813,14815,14481,20866,14777,14734,34609,14963,15837,14512,29457,14689,13943,14672,15768,14723,15718,14662,15716,14253,14735,14450,14792,14707,14553,14283,14517,14861,30181,57935,28765,15744,32318,20398,31882,36502,47711,23983,98482,57802,68832,26795,35959,45615,19566,30491,16239,15525,15675,40192,29691,19965,54767,22181,63928.34999999997,13217.1,25530.040244127274,19468.706357814473
41,33614,24845,10167,15959,15179,15271,10809,13163,14074,20164,16625,31138,15753,13859,13783,13978,13903,14012,17334,13864,13723,13734,46851,13872,15442,20815,16402,14332,14195,14182,14240,14949,14337,14789,14117,14733,15466,15227,15361,14337,15611,33284,24961,14116,14335,14472,14520,14310,14622,14481,16299,15803,14789,33935,14047,14787,14562,15952,14907,14760,14823,15883,14714,15862,14755,14846,14878,14795,14681,14307,20613,14744,14791,14678,14734,32457,73572,47291,14792,32331,22130,34210,49380,64906,50546,81296,97022,76362,28613,29062,31117,15010,41428,15490,21103,15897,34015,37045,15824,49935,22530,75106.49999999999,13415.0,26203.23203809659,19702.40873860244
